timestamp,pavilion_name,wait_time_raw,post_time_raw
2025-08-06T08:19:34.951498+09:00,フランス,0時間10分以下,60分以上前
2025-08-06T08:19:34.951502+09:00,ベトナム,0時間10分以下,60分以上前
2025-08-06T08:19:34.951506+09:00,ペルー,0時間20分,60分以上前
2025-08-06T08:19:34.951509+09:00,ポルトガル,0時間20分,60分以上前
2025-08-06T08:19:34.951513+09:00,マルタ,0時間20分,60分以上前
2025-08-06T08:19:34.951519+09:00,マレーシア,0時間10分以下,60分以上前
2025-08-06T08:19:34.951523+09:00,ミャクミャクハウス,情報なし,情報なし
2025-08-06T08:19:34.951527+09:00,モザンビーク,0時間10分以下,60分以上前
2025-08-06T08:19:34.951531+09:00,ヨルダン,1時間00分,60分以上前
2025-08-06T08:19:34.951535+09:00,ロボット ＆モビリティ ステーション,情報なし,情報なし
2025-08-06T08:19:34.951540+09:00,国際機関協同館,情報なし,情報なし
2025-08-06T08:19:34.951543+09:00,国際赤十字 ・赤新月運動館,情報なし,情報なし
2025-08-06T08:19:34.951547+09:00,国連,0時間20分,60分以上前
2025-08-06T08:19:34.951551+09:00,中国,0時間40分,60分以上前
2025-08-06T08:19:34.951557+09:00,北欧館,0時間10分以下,60分以上前
2025-08-06T08:19:34.951561+09:00,万博博物館,情報なし,情報なし
2025-08-06T08:19:34.951567+09:00,アゼルバイジャン,0時間20分,60分以上前
2025-08-06T08:19:34.951571+09:00,インドネシア,0時間10分以下,60分以上前
2025-08-06T08:19:34.951575+09:00,インド,0時間10分以下,60分以上前
2025-08-06T08:19:34.951579+09:00,ウズベキスタン,0時間40分,60分以上前
2025-08-06T08:19:34.951582+09:00,エジプト,1時間00分,60分以上前
2025-08-06T08:19:34.951586+09:00,オーストラリア,0時間30分,60分以上前
2025-08-06T08:19:34.951590+09:00,コモンズ-B,情報なし,情報なし
2025-08-06T08:19:34.951594+09:00,コモンズ-F,0時間30分,60分以上前
2025-08-06T08:19:34.951597+09:00,サウジアラビア,0時間20分,60分以上前
2025-08-06T08:19:34.951601+09:00,スペイン,0時間10分以下,60分以上前
2025-08-06T08:19:34.951605+09:00,セネガル,情報なし,情報なし
2025-08-06T08:19:34.951609+09:00,セルビア,0時間50分,60分以上前
2025-08-06T08:19:34.951612+09:00,タイ,停止,60分以上前
2025-08-06T08:19:34.951616+09:00,チャド,情報なし,情報なし
2025-08-06T08:19:34.951620+09:00,ドイツ,0時間45分,60分以上前
2025-08-06T08:19:34.951624+09:00,トルコ,0時間10分以下,60分以上前
2025-08-06T08:19:34.951628+09:00,ネパール,0時間20分,60分以上前
2025-08-06T08:19:34.951631+09:00,バングラデシュ,情報なし,情報なし
2025-08-06T08:19:34.951635+09:00,モナコ,1時間00分,60分以上前
2025-08-06T08:19:34.951639+09:00,夜の地球,情報なし,情報なし
2025-08-06T08:19:34.951643+09:00,ルクセンブルク,1時間30分,60分以上前
2025-08-06T08:19:34.951648+09:00,大韓民国（韓国）,0時間10分以下,60分以上前
2025-08-06T08:19:34.951652+09:00,Better Co-Being,情報なし,情報なし
2025-08-06T08:19:34.951656+09:00,Dialogue Theater -いのちのあかし-,情報なし,情報なし
2025-08-06T08:19:34.951660+09:00,EARTH MART,予約のみ,予約のみ
2025-08-06T08:19:34.951664+09:00,null²,予約のみ,予約のみ
2025-08-06T08:19:34.951668+09:00,いのちの未来,予約のみ,予約のみ
2025-08-06T08:19:34.951672+09:00,いのちの遊び場 クラゲ館,情報なし,情報なし
2025-08-06T08:19:34.951676+09:00,いのち めぐる冒険,予約のみ,予約のみ
2025-08-06T08:19:34.951680+09:00,いのち 動的平衡館,予約のみ,予約のみ
2025-08-06T08:19:34.951684+09:00,EU,0時間30分,60分以上前
2025-08-06T08:19:34.951688+09:00,アルジェリア,0時間10分以下,60分以上前
2025-08-06T08:19:34.951692+09:00,アンゴラ,0時間40分,60分以上前
2025-08-06T08:19:34.951696+09:00,イタリア,停止,60分以上前
2025-08-06T08:19:34.951700+09:00,オマーン,0時間20分,60分以上前
2025-08-06T08:19:34.951703+09:00,オランダ,0時間40分,60分以上前
2025-08-06T08:19:34.951707+09:00,カンボジア,0時間10分以下,60分以上前
2025-08-06T08:19:34.951711+09:00,コモンズ-C,0時間10分以下,60分以上前
2025-08-06T08:19:34.951715+09:00,コモンズ-D,0時間10分以下,60分以上前
2025-08-06T08:19:34.951721+09:00,コモンズ-E,0時間10分以下,60分以上前
2025-08-06T08:19:34.951724+09:00,シンガポール,0時間20分,60分以上前
2025-08-06T08:19:34.951728+09:00,チュニジア,0時間10分以下,60分以上前
2025-08-06T08:19:34.951732+09:00,チリ,0時間10分以下,60分以上前
2025-08-06T08:19:34.951736+09:00,バルト,0時間10分以下,60分以上前
2025-08-06T08:19:34.951740+09:00,ハンガリー,1時間20分,60分以上前
2025-08-06T08:19:34.951744+09:00,ブルガリア,停止,60分以上前
2025-08-06T08:19:34.951748+09:00,ベルギー,0時間20分,60分以上前
2025-08-06T08:19:34.951752+09:00,ポーランド,0時間30分,60分以上前
2025-08-06T08:19:34.951756+09:00,ルーマニア,1時間00分,60分以上前
2025-08-06T08:19:34.951759+09:00,英国（イギリス）,1時間00分,60分以上前
2025-08-06T08:19:34.951763+09:00,フューチャー ライフ ヴィレッジ,情報なし,情報なし
2025-08-06T08:19:34.951767+09:00,未来の都市,0時間20分,60分以上前
2025-08-06T08:19:34.951771+09:00,BLUE  OCEAN  DOME,予約のみ,予約のみ
2025-08-06T08:19:34.951777+09:00,GUNDAMNEXT  FUTURE  PAVILION,予約のみ,予約のみ
2025-08-06T08:19:34.951781+09:00,ORA外食パビリオン  「宴～UTAGE～」,情報なし,情報なし
2025-08-06T08:19:34.951786+09:00,PASONA  NATUREVERSE,0時間10分以下,60分以上前
2025-08-06T08:19:34.951790+09:00,TECH WORLD,1時間15分,60分以上前
2025-08-06T08:19:34.951793+09:00,ガスパビリオン  おばけワンダーランド,0時間30分,60分以上前
2025-08-06T08:19:34.951798+09:00,よしもと  waraii myraii館,0時間10分以下,60分以上前
2025-08-06T08:19:34.951802+09:00,飯田グループ ×大阪公立大学 共同出展館,0時間30分,60分以上前
2025-08-06T08:19:34.951806+09:00,NTT Pavilion,予約のみ,予約のみ
2025-08-06T08:19:34.951810+09:00,ウーマンズパビリオン  in collaboration  with Cartier,0時間50分,60分以上前
2025-08-06T08:19:34.951814+09:00,パナソニック グループパビリオン 「ノモの国」,予約のみ,予約のみ
2025-08-06T08:19:34.951818+09:00,関西パビリオン,予約のみ,予約のみ
2025-08-06T08:19:34.951822+09:00,三菱未来館,0時間30分,60分以上前
2025-08-06T08:19:34.951826+09:00,住友館,1時間30分,60分以上前
2025-08-06T08:19:34.951830+09:00,大阪ヘルスケア パビリオン,情報なし,情報なし
2025-08-06T08:19:34.951834+09:00,電力館 可能性の タマゴたち,予約のみ,予約のみ
2025-08-06T08:19:34.951838+09:00,日本館,1時間00分,60分以上前
2025-08-06T11:03:54.864371+09:00,アメリカ（米国）,2時間00分,20分前
2025-08-06T11:03:54.864397+09:00,アラブ首長国連邦,情報なし,情報なし
2025-08-06T11:03:54.864404+09:00,オーストリア,0時間30分,08分前
2025-08-06T11:03:54.864411+09:00,カタール,情報なし,情報なし
2025-08-06T11:03:54.864416+09:00,カナダ,1時間30分,43分前
2025-08-06T11:03:54.864421+09:00,クウェート,1時間00分,07分前
2025-08-06T11:03:54.864426+09:00,コモンズ-A,情報なし,情報なし
2025-08-06T11:03:54.864434+09:00,コロンビア,0時間10分以下,18分前
2025-08-06T11:03:54.864440+09:00,スイス,情報なし,情報なし
2025-08-06T11:03:54.864448+09:00,チェコ,情報なし,情報なし
2025-08-06T11:03:54.864453+09:00,トルクメニスタン,情報なし,情報なし
2025-08-06T11:03:54.864457+09:00,バーレーン,情報なし,情報なし
2025-08-06T11:03:54.864461+09:00,フィリピン,0時間10分以下,31分前
2025-08-06T11:03:54.864466+09:00,ブラジル,情報なし,情報なし
2025-08-06T11:03:54.864470+09:00,フランス,0時間30分,01分前
2025-08-06T11:03:54.864476+09:00,ベトナム,情報なし,情報なし
2025-08-06T11:03:54.864480+09:00,ペルー,0時間10分以下,17分前
2025-08-06T11:03:54.864484+09:00,ポルトガル,情報なし,情報なし
2025-08-06T11:03:54.864488+09:00,マルタ,情報なし,情報なし
2025-08-06T11:03:54.864492+09:00,マレーシア,0時間10分以下,44分前
2025-08-06T11:03:54.864496+09:00,ミャクミャクハウス,情報なし,情報なし
2025-08-06T11:03:54.864500+09:00,モザンビーク,情報なし,情報なし
2025-08-06T11:03:54.864504+09:00,ヨルダン,0時間10分以下,24分前
2025-08-06T11:03:54.864508+09:00,ロボット ＆モビリティ ステーション,情報なし,情報なし
2025-08-06T11:03:54.864512+09:00,国際機関協同館,情報なし,情報なし
2025-08-06T11:03:54.864518+09:00,国際赤十字 ・赤新月運動館,0時間10分以下,58分前
2025-08-06T11:03:54.864523+09:00,国連,情報なし,情報なし
2025-08-06T11:03:54.864527+09:00,中国,1時間30分,03分前
2025-08-06T11:03:54.864531+09:00,北欧館,情報なし,情報なし
2025-08-06T11:03:54.864535+09:00,万博博物館,情報なし,情報なし
2025-08-06T11:03:54.864539+09:00,アゼルバイジャン,情報なし,情報なし
2025-08-06T11:03:54.864543+09:00,インドネシア,0時間10分以下,37分前
2025-08-06T11:03:54.864549+09:00,インド,情報なし,情報なし
2025-08-06T11:03:54.864554+09:00,ウズベキスタン,0時間50分,48分前
2025-08-06T11:03:54.864558+09:00,エジプト,1時間30分,13分前
2025-08-06T11:03:54.864562+09:00,オーストラリア,0時間30分,04分前
2025-08-06T11:03:54.864565+09:00,コモンズ-B,情報なし,情報なし
2025-08-06T11:03:54.864569+09:00,コモンズ-F,情報なし,情報なし
2025-08-06T11:03:54.864573+09:00,サウジアラビア,0時間10分以下,26分前
2025-08-06T11:03:54.864577+09:00,スペイン,情報なし,情報なし
2025-08-06T11:03:54.864581+09:00,セネガル,情報なし,情報なし
2025-08-06T11:03:54.864585+09:00,セルビア,6時間00分,29分前
2025-08-06T11:03:54.864589+09:00,タイ,情報なし,情報なし
2025-08-06T11:03:54.864593+09:00,チャド,情報なし,情報なし
2025-08-06T11:03:54.864597+09:00,ドイツ,0時間40分,15分前
2025-08-06T11:03:54.864601+09:00,トルコ,0時間10分以下,60分以上前
2025-08-06T11:03:54.864605+09:00,ネパール,情報なし,情報なし
2025-08-06T11:03:54.864610+09:00,バングラデシュ,0時間10分以下,15分前
2025-08-06T11:03:54.864614+09:00,モナコ,情報なし,情報なし
2025-08-06T11:03:54.864618+09:00,夜の地球,情報なし,情報なし
2025-08-06T11:03:54.864622+09:00,ルクセンブルク,1時間50分,26分前
2025-08-06T11:03:54.864628+09:00,大韓民国（韓国）,情報なし,情報なし
2025-08-06T11:03:54.864632+09:00,Better Co-Being,情報なし,情報なし
2025-08-06T11:03:54.864637+09:00,Dialogue Theater -いのちのあかし-,情報なし,情報なし
2025-08-06T11:03:54.864641+09:00,EARTH MART,予約のみ,予約のみ
2025-08-06T11:03:54.864646+09:00,null²,予約のみ,予約のみ
2025-08-06T11:03:54.864650+09:00,いのちの未来,予約のみ,予約のみ
2025-08-06T11:03:54.864681+09:00,いのちの遊び場 クラゲ館,情報なし,情報なし
2025-08-06T11:03:54.864686+09:00,いのち めぐる冒険,予約のみ,予約のみ
2025-08-06T11:03:54.864690+09:00,いのち 動的平衡館,予約のみ,予約のみ
2025-08-06T11:03:54.864694+09:00,EU,0時間10分以下,18分前
2025-08-06T11:03:54.864699+09:00,アルジェリア,情報なし,情報なし
2025-08-06T11:03:54.864703+09:00,アンゴラ,0時間30分,10分前
2025-08-06T11:03:54.864707+09:00,イタリア,3時間00分,39分前
2025-08-06T11:03:54.864711+09:00,オマーン,0時間10分以下,60分以上前
2025-08-06T11:03:54.864715+09:00,オランダ,情報なし,情報なし
2025-08-06T11:03:54.864719+09:00,カンボジア,情報なし,情報なし
2025-08-06T11:03:54.864723+09:00,コモンズ-C,情報なし,情報なし
2025-08-06T11:03:54.864727+09:00,コモンズ-D,情報なし,情報なし
2025-08-06T11:03:54.864731+09:00,コモンズ-E,情報なし,情報なし
2025-08-06T11:03:54.864735+09:00,シンガポール,0時間30分,04分前
2025-08-06T11:03:54.864739+09:00,チュニジア,情報なし,情報なし
2025-08-06T11:03:54.864743+09:00,チリ,情報なし,情報なし
2025-08-06T11:03:54.864747+09:00,バルト,情報なし,情報なし
2025-08-06T11:03:54.864751+09:00,ハンガリー,1時間00分,15分前
2025-08-06T11:03:54.864755+09:00,ブルガリア,0時間30分,50分前
2025-08-06T11:03:54.864759+09:00,ベルギー,0時間40分,38分前
2025-08-06T11:03:54.864763+09:00,ポーランド,情報なし,情報なし
2025-08-06T11:03:54.864767+09:00,ルーマニア,0時間50分,40分前
2025-08-06T11:03:54.864781+09:00,英国（イギリス）,1時間00分,30分前
2025-08-06T11:03:54.864785+09:00,フューチャー ライフ ヴィレッジ,情報なし,情報なし
2025-08-06T11:03:54.864790+09:00,未来の都市,0時間20分,25分前
2025-08-06T11:03:54.864794+09:00,BLUE  OCEAN  DOME,予約のみ,予約のみ
2025-08-06T11:03:54.864798+09:00,GUNDAMNEXT  FUTURE  PAVILION,予約のみ,予約のみ
2025-08-06T11:03:54.864802+09:00,ORA外食パビリオン  「宴～UTAGE～」,情報なし,情報なし
2025-08-06T11:03:54.864807+09:00,PASONA  NATUREVERSE,0時間30分,60分以上前
2025-08-06T11:03:54.864811+09:00,TECH WORLD,1時間20分,43分前
2025-08-06T11:03:54.864815+09:00,ガスパビリオン  おばけワンダーランド,情報なし,情報なし
2025-08-06T11:03:54.864819+09:00,よしもと  waraii myraii館,情報なし,情報なし
2025-08-06T11:03:54.864824+09:00,飯田グループ ×大阪公立大学 共同出展館,情報なし,情報なし
2025-08-06T11:03:54.864828+09:00,NTT Pavilion,予約のみ,予約のみ
2025-08-06T11:03:54.864834+09:00,ウーマンズパビリオン  in collaboration  with Cartier,0時間50分,01分前
2025-08-06T11:03:54.864839+09:00,パナソニック グループパビリオン 「ノモの国」,予約のみ,予約のみ
2025-08-06T11:03:54.864844+09:00,関西パビリオン,予約のみ,予約のみ
2025-08-06T11:03:54.864848+09:00,三菱未来館,0時間10分以下,30分前
2025-08-06T11:03:54.864852+09:00,住友館,情報なし,情報なし
2025-08-06T11:03:54.864856+09:00,大阪ヘルスケア パビリオン,1時間00分,18分前
2025-08-06T11:03:54.864860+09:00,電力館 可能性の タマゴたち,予約のみ,予約のみ
2025-08-06T11:03:54.864864+09:00,日本館,0時間30分,60分以上前
2025-08-06T12:00:39.751761+09:00,アメリカ（米国）,2時間00分,60分以上前
2025-08-06T12:00:39.751787+09:00,アラブ首長国連邦,情報なし,情報なし
2025-08-06T12:00:39.751794+09:00,オーストリア,0時間20分,35分前
2025-08-06T12:00:39.751800+09:00,カタール,0時間30分,27分前
2025-08-06T12:00:39.751805+09:00,カナダ,1時間30分,44分前
2025-08-06T12:00:39.751810+09:00,クウェート,1時間00分,60分以上前
2025-08-06T12:00:39.751814+09:00,コモンズ-A,情報なし,情報なし
2025-08-06T12:00:39.751822+09:00,コロンビア,0時間10分以下,60分以上前
2025-08-06T12:00:39.751828+09:00,スイス,情報なし,情報なし
2025-08-06T12:00:39.751835+09:00,チェコ,情報なし,情報なし
2025-08-06T12:00:39.751840+09:00,トルクメニスタン,0時間10分以下,04分前
2025-08-06T12:00:39.751844+09:00,バーレーン,情報なし,情報なし
2025-08-06T12:00:39.751848+09:00,フィリピン,0時間30分,35分前
2025-08-06T12:00:39.751852+09:00,ブラジル,0時間10分以下,15分前
2025-08-06T12:00:39.751856+09:00,フランス,0時間50分,23分前
2025-08-06T12:00:39.751860+09:00,ベトナム,情報なし,情報なし
2025-08-06T12:00:39.751864+09:00,ペルー,0時間10分以下,60分以上前
2025-08-06T12:00:39.751868+09:00,ポルトガル,0時間10分以下,13分前
2025-08-06T12:00:39.751872+09:00,マルタ,0時間30分,25分前
2025-08-06T12:00:39.751876+09:00,マレーシア,0時間30分,38分前
2025-08-06T12:00:39.751879+09:00,ミャクミャクハウス,情報なし,情報なし
2025-08-06T12:00:39.751883+09:00,モザンビーク,0時間10分以下,22分前
2025-08-06T12:00:39.751887+09:00,ヨルダン,0時間10分以下,60分以上前
2025-08-06T12:00:39.751891+09:00,ロボット ＆モビリティ ステーション,情報なし,情報なし
2025-08-06T12:00:39.751896+09:00,国際機関協同館,情報なし,情報なし
2025-08-06T12:00:39.751902+09:00,国際赤十字 ・赤新月運動館,0時間10分以下,60分以上前
2025-08-06T12:00:39.751909+09:00,国連,情報なし,情報なし
2025-08-06T12:00:39.751913+09:00,中国,0時間50分,20分前
2025-08-06T12:00:39.751919+09:00,北欧館,0時間10分以下,07分前
2025-08-06T12:00:39.751923+09:00,万博博物館,情報なし,情報なし
2025-08-06T12:00:39.751927+09:00,アゼルバイジャン,情報なし,情報なし
2025-08-06T12:00:39.751931+09:00,インドネシア,0時間10分以下,40分前
2025-08-06T12:00:39.751937+09:00,インド,0時間30分,39分前
2025-08-06T12:00:39.751941+09:00,ウズベキスタン,0時間50分,60分以上前
2025-08-06T12:00:39.751945+09:00,エジプト,1時間30分,60分以上前
2025-08-06T12:00:39.751949+09:00,オーストラリア,0時間30分,38分前
2025-08-06T12:00:39.751953+09:00,コモンズ-B,情報なし,情報なし
2025-08-06T12:00:39.751957+09:00,コモンズ-F,0時間40分,29分前
2025-08-06T12:00:39.751960+09:00,サウジアラビア,0時間10分以下,41分前
2025-08-06T12:00:39.751964+09:00,スペイン,情報なし,情報なし
2025-08-06T12:00:39.751968+09:00,セネガル,情報なし,情報なし
2025-08-06T12:00:39.751972+09:00,セルビア,6時間00分,60分以上前
2025-08-06T12:00:39.751976+09:00,タイ,0時間20分,11分前
2025-08-06T12:00:39.751979+09:00,チャド,情報なし,情報なし
2025-08-06T12:00:39.751983+09:00,ドイツ,0時間30分,50分前
2025-08-06T12:00:39.751987+09:00,トルコ,0時間10分以下,04分前
2025-08-06T12:00:39.751990+09:00,ネパール,情報なし,情報なし
2025-08-06T12:00:39.751994+09:00,バングラデシュ,0時間10分以下,60分以上前
2025-08-06T12:00:39.751998+09:00,モナコ,情報なし,情報なし
2025-08-06T12:00:39.752001+09:00,夜の地球,情報なし,情報なし
2025-08-06T12:00:39.752005+09:00,ルクセンブルク,1時間20分,31分前
2025-08-06T12:00:39.752009+09:00,大韓民国（韓国）,0時間35分,18分前
2025-08-06T12:00:39.752013+09:00,Better Co-Being,情報なし,情報なし
2025-08-06T12:00:39.752017+09:00,Dialogue Theater -いのちのあかし-,情報なし,情報なし
2025-08-06T12:00:39.752021+09:00,EARTH MART,予約のみ,予約のみ
2025-08-06T12:00:39.752025+09:00,null²,予約のみ,予約のみ
2025-08-06T12:00:39.752028+09:00,いのちの未来,予約のみ,予約のみ
2025-08-06T12:00:39.752032+09:00,いのちの遊び場 クラゲ館,情報なし,情報なし
2025-08-06T12:00:39.752036+09:00,いのち めぐる冒険,予約のみ,予約のみ
2025-08-06T12:00:39.752040+09:00,いのち 動的平衡館,予約のみ,予約のみ
2025-08-06T12:00:39.752044+09:00,EU,0時間10分以下,60分以上前
2025-08-06T12:00:39.752048+09:00,アルジェリア,情報なし,情報なし
2025-08-06T12:00:39.752052+09:00,アンゴラ,0時間30分,60分以上前
2025-08-06T12:00:39.752056+09:00,イタリア,3時間00分,60分以上前
2025-08-06T12:00:39.752060+09:00,オマーン,0時間10分以下,60分以上前
2025-08-06T12:00:39.752064+09:00,オランダ,情報なし,情報なし
2025-08-06T12:00:39.752069+09:00,カンボジア,情報なし,情報なし
2025-08-06T12:00:39.752073+09:00,コモンズ-C,情報なし,情報なし
2025-08-06T12:00:39.752077+09:00,コモンズ-D,情報なし,情報なし
2025-08-06T12:00:39.752080+09:00,コモンズ-E,情報なし,情報なし
2025-08-06T12:00:39.752084+09:00,シンガポール,0時間30分,15分前
2025-08-06T12:00:39.752088+09:00,チュニジア,情報なし,情報なし
2025-08-06T12:00:39.752092+09:00,チリ,0時間10分以下,10分前
2025-08-06T12:00:39.752095+09:00,バルト,情報なし,情報なし
2025-08-06T12:00:39.752099+09:00,ハンガリー,1時間00分,60分以上前
2025-08-06T12:00:39.752103+09:00,ブルガリア,1時間00分,15分前
2025-08-06T12:00:39.752107+09:00,ベルギー,0時間40分,60分以上前
2025-08-06T12:00:39.752111+09:00,ポーランド,0時間30分,03分前
2025-08-06T12:00:39.752115+09:00,ルーマニア,0時間50分,60分以上前
2025-08-06T12:00:39.752118+09:00,英国（イギリス）,0時間45分,05分前
2025-08-06T12:00:39.752122+09:00,フューチャー ライフ ヴィレッジ,情報なし,情報なし
2025-08-06T12:00:39.752126+09:00,未来の都市,0時間20分,60分以上前
2025-08-06T12:00:39.752130+09:00,BLUE  OCEAN  DOME,予約のみ,予約のみ
2025-08-06T12:00:39.752135+09:00,GUNDAMNEXT  FUTURE  PAVILION,予約のみ,予約のみ
2025-08-06T12:00:39.752139+09:00,ORA外食パビリオン  「宴～UTAGE～」,情報なし,情報なし
2025-08-06T12:00:39.752143+09:00,PASONA  NATUREVERSE,0時間30分,47分前
2025-08-06T12:00:39.752147+09:00,TECH WORLD,1時間20分,60分以上前
2025-08-06T12:00:39.752151+09:00,ガスパビリオン  おばけワンダーランド,情報なし,情報なし
2025-08-06T12:00:39.752155+09:00,よしもと  waraii myraii館,情報なし,情報なし
2025-08-06T12:00:39.752159+09:00,飯田グループ ×大阪公立大学 共同出展館,情報なし,情報なし
2025-08-06T12:00:39.752163+09:00,NTT Pavilion,予約のみ,予約のみ
2025-08-06T12:00:39.752167+09:00,ウーマンズパビリオン  in collaboration  with Cartier,1時間00分,01分前
2025-08-06T12:00:39.752173+09:00,パナソニック グループパビリオン 「ノモの国」,予約のみ,予約のみ
2025-08-06T12:00:39.752182+09:00,関西パビリオン,予約のみ,予約のみ
2025-08-06T12:00:39.752190+09:00,三菱未来館,0時間10分以下,60分以上前
2025-08-06T12:00:39.752198+09:00,住友館,情報なし,情報なし
2025-08-06T12:00:39.752206+09:00,大阪ヘルスケア パビリオン,1時間00分,60分以上前
2025-08-06T12:00:39.752214+09:00,電力館 可能性の タマゴたち,予約のみ,予約のみ
2025-08-06T12:00:39.752221+09:00,日本館,0時間30分,12分前
2025-08-06T12:29:16.219622+09:00,アメリカ（米国）,2時間00分,60分以上前
2025-08-06T12:29:16.219650+09:00,アラブ首長国連邦,情報なし,情報なし
2025-08-06T12:29:16.219659+09:00,オーストリア,0時間20分,60分以上前
2025-08-06T12:29:16.219667+09:00,カタール,0時間10分以下,15分前
2025-08-06T12:29:16.219674+09:00,カナダ,1時間30分,60分以上前
2025-08-06T12:29:16.219680+09:00,クウェート,1時間00分,60分以上前
2025-08-06T12:29:16.219685+09:00,コモンズ-A,情報なし,情報なし
2025-08-06T12:29:16.219695+09:00,コロンビア,0時間20分,01分前
2025-08-06T12:29:16.219703+09:00,スイス,情報なし,情報なし
2025-08-06T12:29:16.219709+09:00,チェコ,情報なし,情報なし
2025-08-06T12:29:16.219714+09:00,トルクメニスタン,0時間20分,09分前
2025-08-06T12:29:16.219720+09:00,バーレーン,情報なし,情報なし
2025-08-06T12:29:16.219725+09:00,フィリピン,0時間30分,60分以上前
2025-08-06T12:29:16.219730+09:00,ブラジル,0時間20分,14分前
2025-08-06T12:29:16.219735+09:00,フランス,0時間40分,04分前
2025-08-06T12:29:16.219739+09:00,ベトナム,情報なし,情報なし
2025-08-06T12:29:16.219744+09:00,ペルー,0時間10分以下,60分以上前
2025-08-06T12:29:16.219749+09:00,ポルトガル,0時間20分,13分前
2025-08-06T12:29:16.219754+09:00,マルタ,0時間30分,55分前
2025-08-06T12:29:16.219759+09:00,マレーシア,0時間20分,26分前
2025-08-06T12:29:16.219767+09:00,ミャクミャクハウス,情報なし,情報なし
2025-08-06T12:29:16.219773+09:00,モザンビーク,0時間10分以下,52分前
2025-08-06T12:29:16.219778+09:00,ヨルダン,0時間10分以下,60分以上前
2025-08-06T12:29:16.219783+09:00,ロボット ＆モビリティ ステーション,情報なし,情報なし
2025-08-06T12:29:16.219789+09:00,国際機関協同館,情報なし,情報なし
2025-08-06T12:29:16.219798+09:00,国際赤十字 ・赤新月運動館,0時間10分以下,60分以上前
2025-08-06T12:29:16.219804+09:00,国連,情報なし,情報なし
2025-08-06T12:29:16.219809+09:00,中国,0時間50分,50分前
2025-08-06T12:29:16.219814+09:00,北欧館,0時間20分,11分前
2025-08-06T12:29:16.219818+09:00,万博博物館,情報なし,情報なし
2025-08-06T12:29:16.219823+09:00,アゼルバイジャン,情報なし,情報なし
2025-08-06T12:29:16.219828+09:00,インドネシア,0時間10分以下,60分以上前
2025-08-06T12:29:16.219836+09:00,インド,0時間30分,60分以上前
2025-08-06T12:29:16.219841+09:00,ウズベキスタン,0時間50分,60分以上前
2025-08-06T12:29:16.219846+09:00,エジプト,0時間40分,27分前
2025-08-06T12:29:16.219851+09:00,オーストラリア,0時間20分,26分前
2025-08-06T12:29:16.219856+09:00,コモンズ-B,情報なし,情報なし
2025-08-06T12:29:16.219860+09:00,コモンズ-F,0時間40分,20分前
2025-08-06T12:29:16.219865+09:00,サウジアラビア,0時間10分以下,60分以上前
2025-08-06T12:29:16.219870+09:00,スペイン,情報なし,情報なし
2025-08-06T12:29:16.219893+09:00,セネガル,情報なし,情報なし
2025-08-06T12:29:16.219898+09:00,セルビア,6時間00分,60分以上前
2025-08-06T12:29:16.219903+09:00,タイ,0時間20分,41分前
2025-08-06T12:29:16.219908+09:00,チャド,情報なし,情報なし
2025-08-06T12:29:16.219913+09:00,ドイツ,0時間40分,17分前
2025-08-06T12:29:16.219917+09:00,トルコ,0時間10分以下,34分前
2025-08-06T12:29:16.219922+09:00,ネパール,情報なし,情報なし
2025-08-06T12:29:16.219927+09:00,バングラデシュ,0時間10分以下,60分以上前
2025-08-06T12:29:16.219932+09:00,モナコ,情報なし,情報なし
2025-08-06T12:29:16.219936+09:00,夜の地球,情報なし,情報なし
2025-08-06T12:29:16.219941+09:00,ルクセンブルク,1時間20分,60分以上前
2025-08-06T12:29:16.219946+09:00,大韓民国（韓国）,0時間35分,48分前
2025-08-06T12:29:16.219954+09:00,Better Co-Being,情報なし,情報なし
2025-08-06T12:29:16.219959+09:00,Dialogue Theater -いのちのあかし-,情報なし,情報なし
2025-08-06T12:29:16.219965+09:00,EARTH MART,予約のみ,予約のみ
2025-08-06T12:29:16.219970+09:00,null²,予約のみ,予約のみ
2025-08-06T12:29:16.219975+09:00,いのちの未来,予約のみ,予約のみ
2025-08-06T12:29:16.219980+09:00,いのちの遊び場 クラゲ館,情報なし,情報なし
2025-08-06T12:29:16.219984+09:00,いのち めぐる冒険,予約のみ,予約のみ
2025-08-06T12:29:16.219988+09:00,いのち 動的平衡館,予約のみ,予約のみ
2025-08-06T12:29:16.219992+09:00,EU,0時間10分以下,60分以上前
2025-08-06T12:29:16.219997+09:00,アルジェリア,情報なし,情報なし
2025-08-06T12:29:16.220003+09:00,アンゴラ,0時間40分,01分前
2025-08-06T12:29:16.220008+09:00,イタリア,3時間00分,60分以上前
2025-08-06T12:29:16.220012+09:00,オマーン,0時間10分以下,07分前
2025-08-06T12:29:16.220018+09:00,オランダ,情報なし,情報なし
2025-08-06T12:29:16.220022+09:00,カンボジア,情報なし,情報なし
2025-08-06T12:29:16.220026+09:00,コモンズ-C,情報なし,情報なし
2025-08-06T12:29:16.220029+09:00,コモンズ-D,情報なし,情報なし
2025-08-06T12:29:16.220033+09:00,コモンズ-E,情報なし,情報なし
2025-08-06T12:29:16.220037+09:00,シンガポール,0時間20分,15分前
2025-08-06T12:29:16.220040+09:00,チュニジア,情報なし,情報なし
2025-08-06T12:29:16.220044+09:00,チリ,0時間10分以下,40分前
